MMS ID,Handle,Title,dc:type,dc:format,dcterms:format,Thumbnail?,File Opens?,Needs Attention?
991011546687704641,http://hdl.handle.net/11084/13945,"""I.C. wreck, May 29, 1918, Aplington, Iowa [002]""",postcard,digitized other analog,image/jpeg,,,
991011546687804641,http://hdl.handle.net/11084/13734,"""Main building, Our Lady of Angels Academy, Clinton, Iowa""",postcard,digitized other analog,,,,
991011546688004641,http://hdl.handle.net/11084/13648,"""Spaulding Manufacturing Co., Grinnell, Iowa [001]""",postcard,digitized other analog,,,,
991011546688104641,http://hdl.handle.net/11084/14178,"""Frozen form pillars, Iowa River, Belmond, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546688204641,http://hdl.handle.net/11084/13944,"""I.C. wreck, May 29, 1918, Aplington, Iowa [001]""",postcard,digitized other analog,image/jpeg,,,
991011546688304641,http://hdl.handle.net/11084/13733,"""Methodist Episcopal church, Mitchellville, Iowa""",postcard,digitized other analog,,,,
991011546688504641,http://hdl.handle.net/11084/13647,"""Main Street, Grinnell, Iowa [005]""",postcard,digitized other analog,,,,
991011546688604641,http://hdl.handle.net/11084/14177,"""Star Bakery Cafe, Belmond, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546688704641,http://hdl.handle.net/11084/13943,"""Tenth Street looking east, Alton, Iowa [002]""",postcard,digitized other analog,,,,
991011546688804641,http://hdl.handle.net/11084/13732,"""Methodist Episcopal church, Ira, Iowa""",postcard,digitized other analog,,,,
991011546688904641,http://hdl.handle.net/11084/14176,"""Loban Farm, Blairsburg, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546689004641,http://hdl.handle.net/11084/13645,"""Catholic church, Clarion, Iowa""",postcard,digitized other analog,,,,
991011546689204641,http://hdl.handle.net/11084/13942,"""Twelfth Street, Belle Plaine, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546689304641,http://hdl.handle.net/11084/13731,"""Methodist Episcopal church, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546689404641,http://hdl.handle.net/11084/14175,"""Main Street, Blencoe, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546689504641,http://hdl.handle.net/11084/13644,"""Catholic church, Grinnell, Iowa [003]""",postcard,digitized other analog,,,,
991011546689604641,http://hdl.handle.net/11084/13877,"""Congregational church, Lamoille, Iowa""",postcard,digitized other analog,,,,
991011546689704641,http://hdl.handle.net/11084/13730,"""Methodist Episcopal church, Victor, Iowa""",postcard,digitized other analog,,,,
991011546689804641,http://hdl.handle.net/11084/13941,"""Doctor S.A. Cravath's  home, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546689904641,http://hdl.handle.net/11084/13876,"""Congregational church, Newton, Iowa""",postcard,digitized other analog,,,,
991011546690004641,http://hdl.handle.net/11084/13641,"""St. Patrick's Church, Brooklyn, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690104641,http://hdl.handle.net/11084/14174,"""Main Street looking north, Bode, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690204641,http://hdl.handle.net/11084/13728,"""Methodist Episcopal church and parsonage, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546690304641,http://hdl.handle.net/11084/14173,"""Lincoln Restaurant, Boone, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690404641,http://hdl.handle.net/11084/13940,"""Fourth Avenue north of Eleventh Street, Alton, Iowa""",postcard,digitized other analog,,,,
991011546690504641,http://hdl.handle.net/11084/13640,"""St. Patrick's Church, Clinton, Iowa""",postcard,digitized other analog,,,,
991011546690604641,http://hdl.handle.net/11084/13875,"""S.E. Connor Jeweler, Bennett, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690704641,http://hdl.handle.net/11084/13724,"""Busy day in Brooklyn, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690804641,http://hdl.handle.net/11084/14172,"""Story Street, Boone, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546690904641,http://hdl.handle.net/11084/13639,"""Main Street, Allison, Iowa""",postcard,digitized other analog,,,,
991011546691104641,http://hdl.handle.net/11084/13874,"""Main Street, Ames, Iowa [001]""",postcard,digitized other analog,image/jpeg,,,
991011546691204641,http://hdl.handle.net/11084/13723,"""Business section, Clear Lake, Iowa""",postcard,digitized other analog,,,,
991011546691304641,http://hdl.handle.net/11084/14171,"""Lumberyard, Bouton, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546691504641,http://hdl.handle.net/11084/13936,"""Alumni Recitation Hall, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546691604641,http://hdl.handle.net/11084/13715,"""Automatic Electric Washer Co., Newton, Iowa""",postcard,digitized other analog,,,,
991011546691804641,http://hdl.handle.net/11084/14170,"""Flat rocks, Bradgate, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546692004641,http://hdl.handle.net/11084/13935,"""Unloading flying machine, Carroll, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546692104641,http://hdl.handle.net/11084/13714,"""Fred Maytag Bowl in Maytag Park, Newton, Iowa""",postcard,digitized other analog,,,,
991011546692304641,http://hdl.handle.net/11084/14169,"""Depot scene, Bremer, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546692504641,http://hdl.handle.net/11084/13934,"""Albia square from the southeast corner, Albia, Iowa""",postcard,digitized other analog,,,,
991011546692704641,http://hdl.handle.net/11084/13871,"""Field house, Grinnell College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546692804641,http://hdl.handle.net/11084/14168,"""Creamery, Bridgewater, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546693004641,http://hdl.handle.net/11084/13867,"""Street scene, Gilman, Iowa""",postcard,digitized other analog,,,,
991011546693104641,http://hdl.handle.net/11084/13708,"""Men's dormitory, Grinnell College, Grinnell, Iowa [007]""",postcard,digitized other analog,,,,
991011546693204641,http://hdl.handle.net/11084/14167,"""Depot, Brighton, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546693404641,http://hdl.handle.net/11084/13927,"""Court house, Centreville (sp.), Iowa""",postcard,digitized other analog,,,,
991011546693504641,http://hdl.handle.net/11084/13866,"""5th Street, west, Carroll, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546693604641,http://hdl.handle.net/11084/13705,"""M.E. church and parsonage, Castana, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546693704641,http://hdl.handle.net/11084/14166,"""New Presbyterian church, Brighton, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546693904641,http://hdl.handle.net/11084/13865,"""Baptist church, Monroe, Iowa""",postcard,digitized other analog,,,,
991011546694004641,http://hdl.handle.net/11084/13926,"""Public school building, Arispe, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546694104641,http://hdl.handle.net/11084/13704,"""M.E. church, Alpha, Iowa""",postcard,digitized other analog,,,,
991011546694204641,http://hdl.handle.net/11084/14165,"""East Washington Street, Brighton, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546694404641,http://hdl.handle.net/11084/13864,"""Baptist church, Bedford, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546694504641,http://hdl.handle.net/11084/13925,"""Arlington public school house, Arlington, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546694604641,http://hdl.handle.net/11084/13703,"""M.E. church, Baldwin, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546694704641,http://hdl.handle.net/11084/14164,"""Allison Hotel, Britt, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546695004641,http://hdl.handle.net/11084/13924,"""Steiner Hall, Grinnell College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546695204641,http://hdl.handle.net/11084/14163,"""Cityscape of Bronson, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546695504641,http://hdl.handle.net/11084/13701,"""M.E. church, Blanchard, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546695604641,http://hdl.handle.net/11084/13923,"""Home track meet, Grinnell College, Grinnell, Iowa [004]""",postcard,digitized other analog,,,,
991011546695704641,http://hdl.handle.net/11084/14162,"""Bird's eye view, Burlington, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546695904641,http://hdl.handle.net/11084/13700,"""M.E. church, Carlisle, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546696104641,http://hdl.handle.net/11084/13922,"""Home track meet, Grinnell College, Grinnell, Iowa [003]""",postcard,digitized other analog,,,,
991011546696704641,http://hdl.handle.net/11084/13921,"""Home track meet, Grinnell College, Grinnell, Iowa [002]""",postcard,digitized other analog,,,,
991011546696804641,http://hdl.handle.net/11084/13858,"""State Bank of Belmond, Belmond, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546696904641,http://hdl.handle.net/11084/13698,"""M.E. church, Clarksville, Iowa""",postcard,digitized other analog,,,,
991011546697104641,http://hdl.handle.net/11084/13920,"""Home track meet, Grinnell College, Grinnell, Iowa [001]""",postcard,digitized other analog,,,,
991011546697304641,http://hdl.handle.net/11084/13852,"""July 4th celebration, Bryant, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546697404641,http://hdl.handle.net/11084/13694,"""M. and St. L. train wreck, March 10, 1913, near Albion, Iowa""",postcard,digitized other analog,,,,
991011546697504641,http://hdl.handle.net/11084/14158,"""Public school, Calamus, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546697704641,http://hdl.handle.net/11084/13851,"""Main Street, Brooklyn, Iowa [002]""",postcard,digitized other analog,image/jpeg,,,
991011546697804641,http://hdl.handle.net/11084/13919,"""Audubon County Court House, built 1939, Audubon, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546697904641,http://hdl.handle.net/11084/13693,"""Sunset on the Mississippi, Bellevue, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698004641,http://hdl.handle.net/11084/14157,"""Bucheit Produce, Calmar, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698204641,http://hdl.handle.net/11084/13848,"""Street looking east, Bancroft, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698304641,http://hdl.handle.net/11084/13917,"""Blairstown Bank, Blairstown, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698404641,http://hdl.handle.net/11084/13689,"""Hotel Monroe, Grinnell, Iowa [001]""",postcard,digitized other analog,,,,
991011546698504641,http://hdl.handle.net/11084/14156,"""Business section, Calmar, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698704641,http://hdl.handle.net/11084/13845,"""Men's dormitory, Grinnell College, Grinnell, Iowa [008]""",postcard,digitized other analog,,,,
991011546698804641,http://hdl.handle.net/11084/13916,"""Bethany Church, Belle Plaine, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546698904641,http://hdl.handle.net/11084/13688,"""Residence of Governor Larrabee, Clermont, Iowa""",postcard,digitized other analog,,,,
991011546699004641,http://hdl.handle.net/11084/14155,"""Calmar Manufacturing Company, Calmar, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546699304641,http://hdl.handle.net/11084/13915,"""Grinnell College campus, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546699404641,http://hdl.handle.net/11084/13687,"""New M.E. church, Gilman, Iowa""",postcard,digitized other analog,,,,
991011546699504641,http://hdl.handle.net/11084/14154,"""Riverside Auto Club, Camanche, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546699604641,http://hdl.handle.net/11084/13914,"""Greetings from Iowa College, Blair Hall, Iowa College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546699904641,http://hdl.handle.net/11084/14153,"""First Baptist church, Camanche, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546700004641,http://hdl.handle.net/11084/13686,"""Carnegie library, Newton, Iowa""",postcard,digitized other analog,,,,
991011546700204641,http://hdl.handle.net/11084/13841,"""Park scene in Atlantic, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546700304641,http://hdl.handle.net/11084/13913,"""Hall of Science, Grinnell College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546700404641,http://hdl.handle.net/11084/13685,"""Library, Newton, Iowa [002]""",postcard,digitized other analog,,,,
991011546700504641,http://hdl.handle.net/11084/14152,"""Street scene, Camanche, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546700604641,http://hdl.handle.net/11084/13638,"""Lake Starker, Crapo Park, Burlington, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546700704641,http://hdl.handle.net/11084/13637,"""Association Building, [Grinnell] College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546700804641,http://hdl.handle.net/11084/13636,"""Herrick Chapel and Christian Associations Building, [Grinnell College, Grinnell, Iowa]""",postcard,digitized other analog,,,,
991011546700904641,http://hdl.handle.net/11084/13633,"""Stewart Library, Grinnell, Iowa [006]""",postcard,digitized other analog,,,,
991011546701004641,http://hdl.handle.net/11084/13625,"""T.M. Sinclair Chapel, Coe College, Cedar Rapids, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546701104641,http://hdl.handle.net/11084/13624,"""Taylor County Court House and jail, Bedford, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546701204641,http://hdl.handle.net/11084/13622,"""Trinity Lutheran Church, Akron, Iowa""",postcard,digitized other analog,,,,
991011546701304641,http://hdl.handle.net/11084/13621,"""Trinity American Lutheran Church, Akron, Iowa""",postcard,digitized other analog,,,,
991011546701404641,http://hdl.handle.net/11084/13619,"""U. B. Church, Blockton, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546701504641,http://hdl.handle.net/11084/13618,"""Congregational church, Ames, Iowa""",postcard,digitized other analog,,,,
991011546701604641,http://hdl.handle.net/11084/13617,"""TEJM Motel, Bettendorf, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546701704641,http://hdl.handle.net/11084/13616,"""U.S. government building, Clinton, Iowa""",postcard,digitized other analog,,,,
991011546701804641,http://hdl.handle.net/11084/13615,"""U.S. post office and court house, Cedar Rapids, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546701904641,http://hdl.handle.net/11084/13614,"""U.S. weather bureau, Charles City, Iowa""",postcard,digitized other analog,,,,
991011546702004641,http://hdl.handle.net/11084/13613,"""On the upper Des Moines, Algona, Iowa""",postcard,digitized other analog,,,,
991011546702104641,http://hdl.handle.net/11084/13612,"""Victoria Sanitarium, Colfax, Iowa""",postcard,digitized other analog,,,,
991011546702204641,http://hdl.handle.net/11084/13610,"""Business block, Charles City, Iowa""",postcard,digitized other analog,,,,
991011546702304641,http://hdl.handle.net/11084/13609,"""Old mill, Lynnville, Iowa""",postcard,digitized other analog,,,,
991011546702404641,http://hdl.handle.net/11084/13608,"""Street scene, Bedford, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546702504641,http://hdl.handle.net/11084/13607,"""West side square, Monroe, Iowa""",postcard,digitized other analog,,,,
991011546702604641,http://hdl.handle.net/11084/13606,"""West side of square, Monroe, Iowa""",postcard,digitized other analog,,,,
991011546702704641,http://hdl.handle.net/11084/13605,"""George Greene Square, showing high school, Cedar Rapids, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546702804641,http://hdl.handle.net/11084/13604,"""Washington Square, Cedar Rapids, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546702904641,http://hdl.handle.net/11084/13603,"""East side Main Street, Victor, Iowa""",postcard,digitized other analog,,,,
991011546703004641,http://hdl.handle.net/11084/13602,"""Street scene, Victor, Iowa [002]""",postcard,digitized other analog,,,,
991011546703104641,http://hdl.handle.net/11084/13601,"""Street scene, Victor, Iowa [001]""",postcard,digitized other analog,,,,
991011546703204641,http://hdl.handle.net/11084/13600,"""Water works, Bennett, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546703304641,http://hdl.handle.net/11084/13599,"""Presbyterian church, Ackley, Iowa""",postcard,digitized other analog,,,,
991011546703404641,http://hdl.handle.net/11084/13598,"""McKinley High School, Cedar Rapids, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546703504641,http://hdl.handle.net/11084/13592,"""Quadrangle, [Grinnell College], Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546703604641,http://hdl.handle.net/11084/13591,"""Court house, Clarion, Iowa [002]""",postcard,digitized other analog,,,,
991011546703704641,http://hdl.handle.net/11084/13590,"""Court house, Clarion, Iowa [001]""",postcard,digitized other analog,,,,
991011546703804641,http://hdl.handle.net/11084/13588,"""Y.M.C.A., Marshalltown, Iowa""",postcard,digitized other analog,,,,
991011546703904641,http://hdl.handle.net/11084/13587,"""Photo of Frank E. Zalesky, Belle Plaine, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546704004641,http://hdl.handle.net/11084/13585,"""Lincoln Highway bridge across Mississippi River, Clinton, Iowa""",postcard,digitized other analog,,,,
991011546704104641,http://hdl.handle.net/11084/13583,"""Lawther Hall for Women, Iowa State Teachers College, Cedar Falls, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546704204641,http://hdl.handle.net/11084/13582,"""Bartlett Hall, Iowa State Teachers College, Cedar Falls, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546704304641,http://hdl.handle.net/11084/13581,"""Bartlett Hall, women's dormitory, Iowa State Teacher College, Cedar Falls, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546704404641,http://hdl.handle.net/11084/13578,"""Methodist church, Grinnell, Iowa [003]""",postcard,digitized other analog,,,,
991011546704504641,http://hdl.handle.net/11084/13575,"""M.E. church, Anamosa, Iowa""",postcard,digitized other analog,,,,
991011546704604641,http://hdl.handle.net/11084/13574,"""M.E. church, Anita, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546704704641,http://hdl.handle.net/11084/13573,"""M.E. church, Beaconsfield, Iowa [002]""",postcard,digitized other analog,image/jpeg,,,
991011546704804641,http://hdl.handle.net/11084/13572,"""M.E. church, Beaconsfield, Iowa [001]""",postcard,digitized other analog,image/jpeg,,,
991011546704904641,http://hdl.handle.net/11084/13571,"""M.E. church, Bloomfield, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546705004641,http://hdl.handle.net/11084/13567,"""Round house, cyclone, May 9, 1918, Calmar, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546705104641,http://hdl.handle.net/11084/13565,"""Hospital, Brooklyn, Iowa [002]""",postcard,digitized other analog,image/jpeg,,,
991011546705204641,http://hdl.handle.net/11084/13564,"""Y.M. & Y.W.C.A., Grinnell College, Grinnell, Iowa""",postcard,digitized other analog,,,,
991011546705304641,http://hdl.handle.net/11084/13561,"""Methodist church, Cherokee, Iowa""",postcard,digitized other analog,,,,
991011546705404641,http://hdl.handle.net/11084/13560,"""Lutheran church, Bellevue, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546705504641,http://hdl.handle.net/11084/13559,"""St. Angela Academy, Carroll, Iowa""",postcard,digitized other analog,image/jpeg,,,
991011546750704641,http://hdl.handle.net/11084/18779,"""Locust Street looking east from Sixth Avenue, Des Moines, Iowa""",postcard,digitized other analog,,,,
991011546751104641,http://hdl.handle.net/11084/18759,"""Iowa State Capitol, from the south, Des Moines, Iowa""",photograph,digitized other analog,,,,
991011546751504641,http://hdl.handle.net/11084/18753,"""Lake in Ingersoll Park, Des Moines, Iowa""",postcard,digitized other analog,,,,
991011546751704641,http://hdl.handle.net/11084/18751,"""New Hippee Building, Des Moines, Iowa""",postcard,digitized other analog,,,,
991011546752204641,http://hdl.handle.net/11084/18548,"""Grand Avenue and English type of house and grounds, Des Moines, Iowa""",postcard,digitized other analog,,,,
991011546753004641,http://hdl.handle.net/11084/18495,"""Upper Iowa River and Luther College, Decorah, Iowa""",postcard,digitized other analog,,,,
991011546753104641,http://hdl.handle.net/11084/18494,"""Upper Iowa River from Pulpit Rock, Decorah, Iowa""",postcard,digitized other analog,,,,
991011546753204641,http://hdl.handle.net/11084/18459,"""First Presbyterian church, Davenport, Iowa""",postcard,digitized other analog,,,,
991011546753304641,http://hdl.handle.net/11084/18458,"""Public library, Davenport, Iowa""",postcard,digitized other analog,,,,
991011546753404641,http://hdl.handle.net/11084/18457,"""Schuetzen Park, Davenport, Iowa""",postcard,digitized other analog,,,,
991011546753504641,http://hdl.handle.net/11084/18456,"""Outing Club, Davenport, Iowa""",postcard,digitized other analog,,,,
991011546753704641,http://hdl.handle.net/11084/18454,"""Pavilion, Suburban Island, Davenport, Iowa""",postcard,digitized other analog,,,,
991011546754204641,http://hdl.handle.net/11084/18449,"""Catholic church, Creston, Iowa""",postcard,digitized other analog,,,,
991011546754304641,http://hdl.handle.net/11084/18448,"""Chautauqua grounds, Creston, Iowa""",postcard,digitized other analog,,,,
991011546754504641,http://hdl.handle.net/11084/18382,"""St. Paul's Church, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546754804641,http://hdl.handle.net/11084/18379,"""View from Rainbow Drive, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546755004641,http://hdl.handle.net/11084/18377,"""Jennie Edmundson Memorial Hospital and Nurses Home, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546755204641,http://hdl.handle.net/11084/18329,"""Central Avenue, Correctionville, Iowa""",postcard,digitized other analog,,,,
991011546755304641,http://hdl.handle.net/11084/18328,"""Band playing in front of Birdsell Wagons, Correctionville, Iowa""",postcard,digitized other analog,,,,
991011546755404641,http://hdl.handle.net/11084/18272,"""Front Street looking east, Brooklyn, Iowa [002]""",postcard,digitized other analog,image/jpeg,,,
991011546755504641,http://hdl.handle.net/11084/18271,"""Presbyterian church, Brooklyn, Iowa [003]""",postcard,digitized other analog,image/tiff,,,
991011546755704641,http://hdl.handle.net/11084/18269,"""Oklahoma Street East, Brooklyn, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546755804641,http://hdl.handle.net/11084/18268,"""Deep River High School, Deep River, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546755904641,http://hdl.handle.net/11084/18267,"""View of home, Deep River, Iowa [002]""",postcard,digitized other analog,,,,
991011546756004641,http://hdl.handle.net/11084/18266,"""View of home, Deep River, Iowa [001]""",postcard,digitized other analog,,,,
991011546756104641,http://hdl.handle.net/11084/18265,"""Greetings from Deep River, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546756204641,http://hdl.handle.net/11084/18264,"""Presbyterian church, Montezuma, Iowa [002]""",postcard,digitized other analog,,,,
991011546756304641,http://hdl.handle.net/11084/18263,"""County jail and sheriff's home, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546756404641,http://hdl.handle.net/11084/18262,"""Residential street, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546756504641,http://hdl.handle.net/11084/18261,"""Congregational church, Maquoketa, iowa""",postcard,digitized other analog,,,,
991011546756604641,http://hdl.handle.net/11084/18260,"""Presbyterian church, Malcom, Iowa""",postcard,digitized other analog,,,,
991011546756704641,http://hdl.handle.net/11084/18259,"""Jake Rowland residence, Hartwick, Iowa""",postcard,digitized other analog,,,,
991011546756804641,http://hdl.handle.net/11084/18258,"""View of Guernsey, Iowa""",postcard,digitized other analog,,,,
991011546756904641,http://hdl.handle.net/11084/18257,"""Main Street, Deep River, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546757004641,http://hdl.handle.net/11084/18256,"""Christian church, Deep River, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546757104641,http://hdl.handle.net/11084/18255,"""Celebration on Main Street, Deep River, Iowa""",postcard,digitized other analog,image/tiff,,,
991011546757204641,http://hdl.handle.net/11084/18254,"""Soldier's reunion, 10th, 28th, 40th Iowa Infantry, 1910, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546757304641,http://hdl.handle.net/11084/18253,"""Methodist church, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546757404641,http://hdl.handle.net/11084/18252,"""School house, Searsboro, Iowa""",postcard,digitized other analog,,,,
991011546757504641,http://hdl.handle.net/11084/18251,"""High school, Searsboro, Iowa""",postcard,digitized other analog,,,,
991011546757604641,http://hdl.handle.net/11084/18250,"""East side Main Street, Searsboro, Iowa""",postcard,digitized other analog,,,,
991011546757704641,http://hdl.handle.net/11084/18249,"""Sawmill, Searsboro, Iowa""",postcard,digitized other analog,,,,
991011546757804641,http://hdl.handle.net/11084/18248,"""First National Bank building, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546757904641,http://hdl.handle.net/11084/18247,"""Court house, Montezuma, Iowa [002]""",postcard,digitized other analog,,,,
991011546758004641,http://hdl.handle.net/11084/18246,"""From court house square, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546758104641,http://hdl.handle.net/11084/18245,"""Main Street, Montezuma, Iowa [002]""",postcard,digitized other analog,,,,
991011546758204641,http://hdl.handle.net/11084/18244,"""City park, Montezuma, Iowa""",postcard,digitized other analog,,,,
991011546758304641,http://hdl.handle.net/11084/18243,"""High school, Montezuma, Iowa [004]""",postcard,digitized other analog,,,,
991011546758504641,http://hdl.handle.net/11084/18180,"""The dedication of the sanitorium, Nevada, Iowa""",postcard,digitized other analog,,,,
991011546758604641,http://hdl.handle.net/11084/16994,"""Main Street, looking south, Clio, Iowa""",postcard,digitized other analog,,,,
991011546758704641,http://hdl.handle.net/11084/16993,"""North side Main Street looking east, Coggon, Iowa""",postcard,digitized other analog,,,,
991011546758804641,http://hdl.handle.net/11084/16992,"""Parade of automobiles, Coin, Iowa""",postcard,digitized other analog,,,,
991011546758904641,http://hdl.handle.net/11084/16991,"""Colo Cabin Camp at junction of Hi-Ways 30 & 65, Colo, Iowa""",postcard,digitized other analog,,,,
991011546759104641,http://hdl.handle.net/11084/16989,"""Residential street, Columbus Junction, Iowa""",postcard,digitized other analog,,,,
991011546759204641,http://hdl.handle.net/11084/16988,"""South Hill, Columbus Junction, Iowa""",postcard,digitized other analog,,,,
991011546759404641,http://hdl.handle.net/11084/16986,"""Birdseye view, Conrad, Iowa""",postcard,digitized other analog,,,,
991011546759604641,http://hdl.handle.net/11084/16984,"""F.C. Jones Hardware Store, Coon Rapids, Iowa""",postcard,digitized other analog,,,,
991011546759704641,http://hdl.handle.net/11084/16983,"""Interior M.E. Church, Coon Rapids, Iowa""",postcard,digitized other analog,,,,
991011546759804641,http://hdl.handle.net/11084/16982,"""Greetings from Corning, Iowa""",postcard,digitized other analog,,,,
991011546760004641,http://hdl.handle.net/11084/16980,"""Peter Hatterscheid's Elevators, Corwith, Iowa""",postcard,digitized other analog,,,,
991011546760104641,http://hdl.handle.net/11084/16979,"""1st Presbyterian church, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546760204641,http://hdl.handle.net/11084/16978,"""City court house, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546760304641,http://hdl.handle.net/11084/16977,"""Bird's eye view, Council Bluffs, Iowa""",postcard,digitized other analog,,,,
991011546760404641,http://hdl.handle.net/11084/16976,"""Greetings from Cresco, Iowa""",postcard,digitized other analog,,,,
991011546760504641,http://hdl.handle.net/11084/16975,"""Elm Street south, Cresco, Iowa""",postcard,digitized other analog,,,,
991011546760604641,http://hdl.handle.net/11084/16974,"""Court house and Soldier's Monument, Cresco, Iowa""",postcard,digitized other analog,,,,
991011546760704641,http://hdl.handle.net/11084/16973,"""Elm Street, Cresco, Iowa""",postcard,digitized other analog,,,,
991011546760804641,http://hdl.handle.net/11084/16972,"""Kessel Hospital, Cresco, Iowa""",postcard,digitized other analog,,,,
991011546760904641,http://hdl.handle.net/11084/16971,"""Elm Street looking south, Cresco, Iowa""",postcard,digitized other analog,,,,
991011546761004641,http://hdl.handle.net/11084/16970,"""Cottage Hospital, Creston, Iowa""",postcard,digitized other analog,,,,
991011546761204641,http://hdl.handle.net/11084/16968,"""Cumberland Savings Bank, Cumberland Iowa""",postcard,digitized other analog,,,,
991011546761404641,http://hdl.handle.net/11084/16966,"""Looking north on Main Street, Cushing, Iowa""",postcard,digitized other analog,,,,
